txn_id,account_id,txn_date,txn_type,category,amount,balance_after,channel,description,status
788,ABL-10018,2024-05-11,Credit,Shopping,12878.07,12878.07,ATM,Shopping via ATM,Success
789,ABL-10018,2022-10-21,Credit,Salary,27999.85,40877.92,POS,Salary via POS,Success
790,ABL-10018,2025-12-04,Debit,Cash Withdrawal,8840.09,32037.83,POS,Cash Withdrawal via POS,Success
791,ABL-10018,2026-03-21,Debit,Shopping,25402.29,6635.54,Online,Shopping via Online,Failed
792,ABL-10018,2025-04-08,Credit,Insurance,6230.85,12866.39,Mobile App,Insurance via Mobile App,Success
793,ABL-10018,2025-08-07,Credit,Loan Payment,5041.06,17907.45,Mobile App,Loan Payment via Mobile App,Success
794,ABL-10018,2023-01-27,Debit,Salary,39139.81,0.0,Online,Salary via Online,Success
795,ABL-10018,2024-08-29,Debit,Insurance,14503.84,0.0,POS,Insurance via POS,Success
796,ABL-10018,2023-08-12,Credit,Loan Payment,42761.17,42761.17,Branch,Loan Payment via Branch,Success
797,ABL-10018,2023-06-02,Credit,Insurance,23286.96,66048.13,Branch,Insurance via Branch,Failed
798,ABL-10018,2025-09-05,Credit,Cash Withdrawal,44781.26,110829.39,ATM,Cash Withdrawal via ATM,Success
799,ABL-10018,2024-01-13,Debit,Salary,40366.44,70462.95,Mobile App,Salary via Mobile App,Success
800,ABL-10018,2025-11-28,Debit,Investment,38457.66,32005.29,Online,Investment via Online,Success
801,ABL-10018,2025-09-25,Credit,Insurance,30451.41,62456.7,Branch,Insurance via Branch,Success
802,ABL-10018,2024-06-03,Credit,Insurance,42156.94,104613.64,Branch,Insurance via Branch,Success
803,ABL-10018,2027-01-28,Credit,Cash Withdrawal,11588.07,116201.71,Mobile App,Cash Withdrawal via Mobile App,Pending
804,ABL-10018,2026-11-13,Debit,Insurance,12863.04,103338.67,Mobile App,Insurance via Mobile App,Success
805,ABL-10018,2022-11-21,Debit,Salary,13819.82,89518.85,ATM,Salary via ATM,Success
806,ABL-10018,2024-10-21,Debit,Investment,48278.76,41240.09,Online,Investment via Online,Success
807,ABL-10018,2023-06-27,Credit,Utility Bill,11391.87,52631.96,Online,Utility Bill via Online,Success
808,ABL-10019,2022-05-17,Credit,Salary,44744.23,433536.23,ATM,Salary via ATM,Success
809,ABL-10019,2025-10-22,Credit,Transfer,28140.5,461676.73,ATM,Transfer via ATM,Success
810,ABL-10019,2025-07-10,Credit,Investment,10697.03,472373.76,ATM,Investment via ATM,Success
811,ABL-10019,2022-01-07,Credit,Investment,10333.33,482707.09,POS,Investment via POS,Success
812,ABL-10019,2023-10-23,Debit,Shopping,19971.69,462735.4,Branch,Shopping via Branch,Success
813,ABL-10019,2021-10-11,Credit,Insurance,20408.98,483144.38,Online,Insurance via Online,Success
814,ABL-10019,2024-12-06,Debit,Salary,13385.79,469758.59,Online,Salary via Online,Success
815,ABL-10019,2024-11-19,Debit,Utility Bill,19655.05,450103.54,Branch,Utility Bill via Branch,Success
816,ABL-10019,2025-04-26,Debit,Utility Bill,45430.32,404673.22,ATM,Utility Bill via ATM,Success
817,ABL-10019,2024-07-12,Credit,Investment,886.82,405560.04,ATM,Investment via ATM,Success
818,ABL-10019,2024-03-07,Debit,Insurance,3353.23,402206.81,ATM,Insurance via ATM,Success
819,ABL-10019,2022-12-28,Credit,Shopping,45829.22,448036.03,POS,Shopping via POS,Success
820,ABL-10019,2021-03-10,Credit,Salary,20007.56,468043.59,ATM,Salary via ATM,Success
821,ABL-10019,2025-01-15,Credit,Insurance,48321.2,516364.79,ATM,Insurance via ATM,Success
822,ABL-10019,2025-08-17,Debit,Loan Payment,7074.1,509290.69,Online,Loan Payment via Online,Success
823,ABL-10019,2025-01-07,Credit,Loan Payment,4789.06,514079.75,Branch,Loan Payment via Branch,Success
824,ABL-10019,2025-06-03,Credit,Shopping,14837.46,528917.21,Online,Shopping via Online,Success
825,ABL-10019,2024-11-01,Credit,Salary,36228.85,565146.06,Branch,Salary via Branch,Success
826,ABL-10019,2025-08-18,Credit,Cash Withdrawal,12765.47,577911.53,POS,Cash Withdrawal via POS,Success
827,ABL-10019,2025-11-05,Credit,Cash Withdrawal,38202.41,616113.94,ATM,Cash Withdrawal via ATM,Success
828,ABL-10019,2021-07-28,Credit,Utility Bill,14975.88,631089.82,Online,Utility Bill via Online,Pending
829,ABL-10019,2021-06-25,Debit,Utility Bill,13298.6,617791.22,Branch,Utility Bill via Branch,Success
830,ABL-10019,2023-03-23,Credit,Utility Bill,24958.53,642749.75,POS,Utility Bill via POS,Success
831,ABL-10019,2022-03-09,Debit,Shopping,45767.45,596982.3,ATM,Shopping via ATM,Failed
832,ABL-10019,2025-05-02,Debit,Transfer,34318.05,562664.25,Mobile App,Transfer via Mobile App,Success
833,ABL-10019,2026-01-10,Credit,Investment,32195.78,594860.03,ATM,Investment via ATM,Failed
834,ABL-10019,2022-12-24,Debit,Salary,6179.07,588680.96,ATM,Salary via ATM,Success
835,ABL-10019,2025-11-08,Debit,Salary,16511.86,572169.1,ATM,Salary via ATM,Success
836,ABL-10019,2022-07-27,Debit,Utility Bill,7911.82,564257.28,Online,Utility Bill via Online,Success
837,ABL-10019,2024-12-06,Debit,Insurance,28726.74,535530.54,Branch,Insurance via Branch,Success
838,ABL-10019,2025-12-31,Credit,Transfer,32592.45,568122.99,Online,Transfer via Online,Success
839,ABL-10019,2023-08-05,Debit,Insurance,37366.65,530756.34,Branch,Insurance via Branch,Success
840,ABL-10019,2022-02-09,Debit,Insurance,36794.81,493961.53,POS,Insurance via POS,Success
841,ABL-10019,2026-01-13,Debit,Shopping,42168.9,451792.63,Mobile App,Shopping via Mobile App,Success
842,ABL-10019,2023-08-02,Credit,Utility Bill,21039.46,472832.09,ATM,Utility Bill via ATM,Success
843,ABL-10019,2021-07-25,Credit,Salary,17198.33,490030.42,POS,Salary via POS,Success
844,ABL-10019,2024-01-07,Credit,Transfer,24452.33,514482.75,Mobile App,Transfer via Mobile App,Success
845,ABL-10019,2025-01-20,Credit,Utility Bill,33967.14,548449.89,ATM,Utility Bill via ATM,Success
846,ABL-10019,2022-11-11,Debit,Investment,17607.38,530842.51,ATM,Investment via ATM,Success
847,ABL-10019,2023-05-15,Debit,Insurance,49786.62,481055.89,Online,Insurance via Online,Success
848,ABL-10019,2021-12-04,Credit,Cash Withdrawal,31690.24,512746.13,ATM,Cash Withdrawal via ATM,Success
849,ABL-10019,2023-09-11,Debit,Utility Bill,37758.15,474987.98,Mobile App,Utility Bill via Mobile App,Success
850,ABL-10019,2024-09-25,Credit,Cash Withdrawal,9429.0,484416.98,ATM,Cash Withdrawal via ATM,Success
851,ABL-10019,2025-02-21,Credit,Salary,17275.48,501692.46,Online,Salary via Online,Success
852,ABL-10019,2024-12-17,Credit,Utility Bill,11063.4,512755.86,Online,Utility Bill via Online,Success
853,ABL-10019,2025-08-19,Debit,Transfer,30688.84,482067.02,Online,Transfer via Online,Success
854,ABL-10019,2025-05-10,Debit,Transfer,30588.82,451478.2,ATM,Transfer via ATM,Success
855,ABL-10019,2024-08-10,Debit,Shopping,36747.36,414730.84,Mobile App,Shopping via Mobile App,Success
856,ABL-10019,2022-11-15,Debit,Shopping,16893.17,397837.67,POS,Shopping via POS,Success
857,ABL-10019,2023-10-21,Debit,Utility Bill,21929.27,375908.4,Mobile App,Utility Bill via Mobile App,Success
858,ABL-10019,2023-07-25,Credit,Cash Withdrawal,3821.28,379729.68,ATM,Cash Withdrawal via ATM,Success
859,ABL-10019,2021-04-07,Debit,Cash Withdrawal,9138.47,370591.21,Branch,Cash Withdrawal via Branch,Success
860,ABL-10019,2023-03-27,Debit,Shopping,31010.05,339581.16,Branch,Shopping via Branch,Success
861,ABL-10019,2022-09-10,Credit,Transfer,14814.24,354395.4,Online,Transfer via Online,Success
862,ABL-10019,2024-02-14,Credit,Shopping,13282.85,367678.25,Online,Shopping via Online,Success
